1.1	0.02	0.01	0.005	0.002	
Hui Fang	1.1	0	NaN	0	|	0.02	0.734375	1	0.734375	|	0.01	0.7421875	1	0.7421875	|	0.005	0.83203125	1	0.83203125	|	0.002	0.822393822393822	0.986111111111111	0.83203125	|	
Ajay Gupta	1.1	0	NaN	0	|	0.02	0.58974358974359	1	0.58974358974359	|	0.01	0.51685393258427	0.807017543859649	0.58974358974359	|	0.005	0.51685393258427	0.807017543859649	0.58974358974359	|	0.002	0.505494505494505	0.779661016949153	0.58974358974359	|	
Rakesh Kumar	1.1	0	NaN	0	|	0.02	0.690996270644646	0.998460354118553	0.691733333333333	|	0.01	0.741883980840873	0.997138769670958	0.743466666666667	|	0.005	0.875664187035069	0.995770392749245	0.878933333333333	|	0.002	0.889821615949633	0.982049797336422	0.904533333333333	|	
Bing Liu	1.1	0	NaN	0	|	0.02	0.146846743733547	0.983895705521472	0.147200550711335	|	0.01	0.273224666590676	0.976772616136919	0.275011473152822	|	0.005	0.340111684753977	0.806395203597302	0.37035337310693	|	0.002	0.669519685832243	0.845498474059003	0.762849931161083	|	
Jim Smith	1.1	0	NaN	0	|	0.02	0.684931506849315	1	0.684931506849315	|	0.01	0.756849315068493	1	0.756849315068493	|	0.005	0.85958904109589	1	0.85958904109589	|	0.002	0.85958904109589	1	0.85958904109589	|	
Michael Wagner	1.1	0	NaN	0	|	0.02	0.531353135313531	0.952662721893491	0.545762711864407	|	0.01	0.557755775577558	0.954802259887006	0.572881355932203	|	0.005	0.476712328767123	0.713114754098361	0.589830508474576	|	0.002	0.741025641025641	0.752604166666667	0.979661016949153	|	
Lei Wang	1.1	0	NaN	0	|	0.02	0.392363931762794	0.650067294751009	0.497425334706488	|	0.01	0.382761139517896	0.568329718004338	0.539649845520082	|	0.005	0.32525007578054	0.44156378600823	0.552523171987642	|	0.002	0.268378887841659	0.331008427782621	0.586508753861998	|	
Wei Wang	1.1	0	NaN	0	|	0.02	0.285084177175871	0.721540880503145	0.32032667876588	|	0.01	0.336821543184038	0.502323645696053	0.505514449253106	|	0.005	0.297953696788648	0.342478453456031	0.696216668993438	|	0.002	0.284777424483307	0.324323450483365	0.700195448834287	|	
Bin Yu	1.1	0	NaN	0	|	0.02	0.349602724177072	0.913946587537092	0.36150234741784	|	0.01	0.369678089304258	0.762312633832976	0.417840375586854	|	0.005	0.36226034308779	0.720883534136546	0.421361502347418	|	0.002	0.3890462700661	0.665589660743134	0.483568075117371	|	
Joseph Hellerstein	1.1	0	NaN	0	|	0.02	0.126182965299685	0.986842105263158	0.126395618285233	|	0.01	0.286184671430573	0.991986401165614	0.286847833719542	|	0.005	0.652398575518469	0.99151013477661	0.656063478688294	|	0.002	0.719801091235583	0.977673545966229	0.731830629871498	|	
Liping Wang	1.1	0	NaN	0	|	0.02	0.794117647058823	1	0.794117647058823	|	0.01	0.923976608187134	0.993710691823899	0.929411764705882	|	0.005	0.814432989690722	0.868131868131868	0.929411764705882	|	0.002	0.815384615384615	0.864130434782609	0.935294117647059	|	
David Brown	1.1	0	NaN	0	|	0.02	0.967567567567568	0.994444444444444	0.972826086956522	|	0.01	0.967567567567568	0.994444444444444	0.972826086956522	|	0.005	0.947089947089947	0.972826086956522	0.972826086956522	|	0.002	0.917948717948718	0.942105263157895	0.972826086956522	|	
David Jensen	1.1	0	NaN	0	|	0.02	0.428571428571429	1	0.428571428571429	|	0.01	0.436224489795918	1	0.436224489795918	|	0.005	0.641156462585034	1	0.641156462585034	|	0.002	0.844387755102041	1	0.844387755102041	|	
Gang Wu	1.1	0	NaN	0	|	0.02	0.690789473684211	0.865384615384615	0.773955773955774	|	0.01	0.527777777777778	0.586620926243568	0.84029484029484	|	0.005	0.525993883792049	0.582064297800338	0.845208845208845	|	0.002	0.489331436699858	0.5375	0.845208845208845	|	
Xiaodong Wang	1.1	0	NaN	0	|	0.02	0.284183502623061	0.99046878039292	0.284962784710952	|	0.01	0.531854411682738	0.992510921572706	0.533997425709329	|	0.005	0.774310944607974	0.946610834859984	0.809670378868431	|	0.002	0.72283405217537	0.74168600154679	0.966030555711008	|	
Tao Peng	1.1	0	NaN	0	|	0.02	0.983221476510067	1	0.983221476510067	|	0.01	0.979933110367893	0.996598639455782	0.983221476510067	|	0.005	0.980066445182724	0.98993288590604	0.98993288590604	|	0.002	0.784574468085106	0.790884718498659	0.98993288590604	|	
Peng Cheng	1.1	0	NaN	0	|	0.02	0.735159817351598	0.781553398058252	0.925287356321839	|	0.01	0.701298701298701	0.73972602739726	0.931034482758621	|	0.005	0.623076923076923	0.653225806451613	0.931034482758621	|	0.002	0.623076923076923	0.653225806451613	0.931034482758621	|	
Wen Gao	1.1	0	NaN	0	|	0.02	0.213878065100169	0.991967871485944	0.21424910302409	|	0.01	0.323105572492693	0.989103766777313	0.32425974845247	|	0.005	0.700103396415591	0.99059039976947	0.704790442770966	|	0.002	0.836720846072253	0.987109180913123	0.845964594093759	|	
Average accuracy/precision/recall
1.1	0	NaN	0
0.02	0.534942723509277	0.935068597741894	0.559810462710384
0.01	0.575329936292726	0.880744389220471	0.632292373323723
0.005	0.641392005991819	0.823450887919878	0.737259848196192
0.002	0.676894822220182	0.786731169802689	0.820066132964005
